Frame,Coverage [%],Cell Density [bacteria/pixel^2],Cell Density [bacteria/micron^2]
0,28.70068932699364,0.0004653482754403131,0.11014160365451196
1,28.764734436154598,0.0004658260457436399,0.11025468538311002
2,28.75166741835861,0.0004660649308953033,0.11031122624740905
3,28.681530737830236,0.0004689315527152642,0.11098971661899742
4,28.784155798984834,0.00046702047150195696,0.11053738970460518
5,28.95591422303082,0.00046797601210861055,0.1107635531618013
6,29.014464973703525,0.0004684537824119374,0.11087663489039937
7,29.094730384662427,0.00046749824180528375,0.11065047143320324
8,29.09788366866438,0.0004648705051369863,0.1100285219259139
9,29.103855797455967,0.0004651093902886497,0.11008506279021293
10,29.148646763392854,0.00046702047150195696,0.11053738970460518
11,29.12530768407534,0.00046821489726027395,0.11082009402610034
12,29.193509394875246,0.00046797601210861055,0.1107635531618013
13,29.31247420040362,0.00047203705968688843,0.11172474785488483
14,29.30193936521526,0.00047203705968688843,0.11172474785488483
15,29.29040121238992,0.0004749036815068493,0.11240323822647319
16,29.39407736821184,0.00047179817453522503,0.1116682069905858
17,29.404421095278867,0.0004732314854452055,0.11200745217637997
18,29.505039521159492,0.0004732314854452055,0.11200745217637997
19,29.590130412182,0.00047633699241682976,0.11274248341226738
20,29.63487360108855,0.0004756203369618395,0.11257286081937029
21,29.640989060971133,0.00047633699241682976,0.11274248341226738
22,29.741488044275933,0.00047609810726516636,0.11268594254796835
23,29.842058693126223,0.00047657587756849316,0.1127990242765664
24,29.86888549565802,0.000479442499388454,0.11347751464815478
25,29.797434946795498,0.00047753141817514675,0.11302518773376254
26,29.81458690068493,0.00048039803999510764,0.1137036781053509
27,29.869267711900683,0.000479442499388454,0.11347751464815478
28,29.8754309488136,0.00047992026969178084,0.11359059637675284
29,29.9170925192637,0.00048015915484344424,0.11364713724105187
30,29.932954493334147,0.0004818313509050881,0.11404292329114508
31,29.857442896893343,0.00048087581029843444,0.11381675983394897
32,29.830448874755383,0.0004825480063600783,0.11421254588404219
33,29.848365261130137,0.0004832646618150685,0.11438216847693927
34,29.770632032778867,0.00048015915484344424,0.11364713724105187
35,29.78305406066536,0.0004827868915117417,0.11426908674834121
36,29.950082558708413,0.0004830257766634051,0.11432562761264024
37,29.87934866530088,0.0004839813172700587,0.11455179106983636
38,29.97260942851027,0.0004844590875733855,0.11466487279843443
39,29.81654575892857,0.0004851757430283757,0.11483449539133152
40,29.91370035011008,0.0004830257766634051,0.11432562761264024
41,30.065679083598333,0.00048613128363502936,0.11506065884852765
42,30.085721547822896,0.00048637016878669276,0.11511719971282668
43,30.21479119526663,0.0004875645945450098,0.11539990403432182
44,30.284426216976517,0.00048828125,0.11556952662721892
45,30.553004792991683,0.0004901923312133073,0.11602185354161117
46,30.53408508897994,0.00048732570939334635,0.11534336317002279
47,30.5173631283635,0.0004875645945450098,0.11539990403432182
48,30.66014478351272,0.0004889979054549902,0.11573914922011601
49,30.63250577146526,0.0004885201351516634,0.11562606749151795
50,30.725670980613994,0.0004892367906066536,0.11579569008441504
51,30.647149431262232,0.0004906701015166341,0.11613493527020922
52,30.60147459026419,0.0004885201351516634,0.11562606749151795
53,30.655677631176616,0.0004889979054549902,0.11573914922011601
54,30.723951007522015,0.0004937756084882583,0.11686996650609663
55,30.67013018285225,0.0004930589530332681,0.11670034391319953
56,30.713272841242663,0.0004923422975782779,0.11653072132030244
57,30.80787136130137,0.0004928200678816047,0.1166438030489005
58,30.8157306827911,0.0004935367233365949,0.1168134256417976
59,30.824354436766143,0.0004928200678816047,0.1166438030489005
